"id","name","type","damage_class","pp","power","accuracy","priority","effect","effect_chance","caused_effect","crit_rate","recoil","flinch_chance","healing","min_turns","max_turns","status","category","range","flags","None0","None1","None2","padding0","padding1","padding2"
248,"Future Sight","Psychic","special",10,120,100,0,"{Performs a [damage calculation], which is not a critical hit and whose effectiveness is not affected by the opponent's or user's types, against current user and opponent (will not fail); at the end of the round that follows the next round, if there is a Pokémon at opponent's position, the damage calculated is returned to that Pokémon. Accuracy check and damage weighting are performed when attack is returned. Remains in effect even if user or opponent is replaced. Damage returned is not affected by type immunities. During effect, this attack fails against the Pokémon at opponent's position. Returned attack is not considered an attack by the user. [Not affected by Life Orb]}",0,"fine",0,0,0,0,0,0,0,13,0,0,0,0,0,83,83,0
249,"Rock Smash","Fighting","physical",15,40,100,0,"May decrease opponent's Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,73,131072,16711680,3276800,83,83,0
250,"Whirlpool","Water","special",15,35,100,0,"Multi-turn attack. Power is doubled if opponent is using Dive. (100%)",100,"Special(8)",0,0,0,0,5,6,4,4,0,72,0,0,0,83,83,0
251,"Beat Up","Dark","physical",10,1,100,0,"{Performs one hit for each unfainted Pokémon in user's party, excluding eggs and those with status problems, in party order. For each such Pokémon, Attack used in damage formula is the base Attack [for that Pokemon's original species]; the Level used in damage formula is the level of that Pokémon; and the Defense used in damage formula is the base Defense [for the opponent's original species]. This attack's effectiveness is not affected by opponent's or user's types. Influences that affect damage are not calculated, except critical hits, damage weighting, and the effect of Helping Hand. Accuracy check is performed only once. Considered a multi-hit attack. All hits are considered attacks by the user.}",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
252,"Fake Out","Normal","physical",10,40,100,3,"May cause opponent to flinch. Fails unless it's the user's first turn since user last became active. Priority level 1.",0,"fine",0,0,100,0,0,0,0,0,0,73,0,0,0,83,83,0
253,"Uproar","Normal","special",10,100,100,0,"{If this attack is successful, the effect begins. Effect lasts for two to five rounds, including the current round. During effect, user uses this attack during each of its turns and can't take any other action. During effect, no Pokemon can fall asleep and each sleeping active Pokemon wakes up at the beginning of its turn and at the end of each round including the last one. Effect ends [at the end of the round] if user is prevented from using this attack. Effect ends when user falls asleep, becomes frozen, or is replaced. Effect ends at the end of the round if this attack is ineffective against opponent's types.} Target's stat changes doesn't affect this move.",0,"fine",0,0,0,0,0,0,0,0,9,328,0,0,0,83,83,0
254,"Stockpile","Normal","none",20,0,101,0,"Increases user's Stockpile count by 1, and increases user's Defense and Special Defense by 1 stage. Fails if user's Stockpile count is 3 or greater. The Stockpile count is reset when user is replaced.",0,"fine",0,0,0,0,0,0,0,13,7,32,0,0,0,83,83,0
255,"Spit Up","Normal","special",10,1,100,0,"This attack's power is equal to 100 times the user's Stockpile count. Damage weighting is not performed for this attack. Even if this attack misses or becomes ineffective, resets user's Stockpile count to 0 and decreases user's Defense and Special Defense by the amount the user gained with Stockpile. (That amount is also reset to 0.)",0,"fine",0,0,0,0,0,0,0,0,0,8,0,0,0,83,83,0
256,"Swallow","Normal","none",10,0,101,0,"User gains HP according to the user's Stockpile count:  1/4 of total HP if it's 1; half of total HP if it's 2; and all HP if it's 3. Even if user's HP is full, resets user's Stockpile count to 0 and decreases user's Defense and Special Defense by the amount the user gained with Stockpile. (That amount is also reset to 0.)",0,"fine",0,0,0,25,0,0,0,3,7,4128,0,0,0,83,83,0
257,"Heat Wave","Fire","special",10,90,100,0,"May burn opponent. (10%)",10,"burnt",0,0,0,0,0,0,1,4,5,72,0,0,0,83,83,0
258,"Hail","Ice","none",10,0,101,0,"Weather. Lasts for eight rounds including the current round. During effect, at the end of every round except the last, each active Pokémon, except Ice types, loses 1/16 of total HP simultaneously.uring effect, Defense of active Pokémon whose current type includes Ice is multiplied by 1.5.",0,"fine",0,0,0,0,0,0,0,10,10,0,0,0,0,83,83,0
259,"Torment","Dark","none",15,0,100,0,"During effect, opponent can't choose for use the last move it used. Effect ends when opponent is replaced.",0,"Special(12)",0,0,0,0,0,0,1,1,0,8280,0,0,0,83,83,0
260,"Flatter","Dark","none",15,0,100,0,"If opponent's Special Attack can be increased, increases opponent's Special Attack by 1 stage. If opponent is not confused, confuses opponent.",0,"confused",0,0,0,0,2,5,2,5,0,88,196608,65536,0,83,83,0
261,"Will-O-Wisp","Fire","none",15,0,75,0,"Burns opponent.",0,"burnt",0,0,0,0,0,0,1,1,0,88,0,0,0,83,83,0
262,"Memento","Dark","none",10,0,100,0,"User faints as part of this attack's use. Decreases opponent's Attack and Special Attack by 2 stages and Speed by one stage. Fails if there is no target (doesn't cause fainting).",0,"fine",0,0,0,0,0,0,0,13,0,72,0,0,0,83,83,0
263,"Facade","Normal","physical",20,70,100,0,"is doubled if user is poisoned, burned, or paralyzed",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
264,"Focus Punch","Fighting","physical",20,150,100,-3,"Fails if user lost HP due to a damaging attack by a non-user this round. Priority level -3.",0,"fine",0,0,0,0,0,0,0,0,0,137,0,0,0,83,83,0
265,"SmellingSalt","Normal","physical",10,60,100,0,"If this attack is successful and opponent is paralyzed, power is doubled and opponent is cured of paralysis.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
266,"Follow Me","Normal","none",20,0,101,3,"Whenever an opposing Pokémon uses an attack with a target of ""single non-user"" or ""single opposing Pokémon"" this round and there is a Pokemon at the position of this attack's user, it is directed to the Pokemon at the position of this attack's user instead of to any other non-user of that attack. Remains effective even if user is replaced. Priority level 3.",0,"fine",0,0,0,0,0,0,0,13,7,0,0,0,0,83,83,0
267,"Nature Power","Normal","none",20,0,101,0,"In tall grass, very tall grass, or puddles, uses Seed Bomb. In caves or on rocky ground, uses Rock Slide. On snow, uses Blizzard. On sand or other outdoor ground, uses Earthquake. On water, uses Hydro Pump. On ice, uses Ice Beam. Elsewhere, uses Tri Attack.",0,"fine",0,0,0,0,0,0,0,13,13,0,0,0,0,83,83,0
268,"Charge","Electric","none",20,0,101,0,"Until the end of the next round and until user is replaced, effectiveness of Electric-type moves the user uses is doubled. User can use this attack during effect. When this attack is used, increases user's Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,2,7,32,262144,65536,0,83,83,0
269,"Taunt","Dark","none",20,0,100,0,"For three to five rounds, including the current round, non-damaging moves are disabled for opponent. Effect ends when opponent is replaced.",0,"fine",0,0,0,0,0,0,0,13,0,8280,0,0,0,83,83,0
270,"Helping Hand","Normal","none",20,0,101,5,"of attacks by the target this round is multiplied by 1.5. Effect ends when the target is replaced. Fails if no target exists or if user struck after the target. Priority level 5.",0,"fine",0,0,0,0,0,0,0,13,2,8192,0,0,0,83,83,0
271,"Trick","Psychic","none",10,0,100,0,"Simultaneously, user receives opponent's item, and opponent receives user's item. Fails if either or both hold a Mail, if user or opponent dropped its held item this battle, if neither one holds an item, or if opponent has Multitype or is one of the player's Pokemon in an internal battle.",0,"fine",0,0,0,0,0,0,0,13,0,72,0,0,0,83,83,0
272,"Role Play","Psychic","none",10,0,101,0,"User adopts opponent's ability. Fails if opponent's ability is Wonder Guard or Multitype or if opponent doesn't have an ability. (A Pokémon's ability reverts to its original ability when it is replaced.)",0,"fine",0,0,0,0,0,0,0,13,0,8192,0,0,0,83,83,0
273,"Wish","Normal","none",10,0,101,0,"{At the end of the next round, if there is a Pokémon at user's position, that Pokémon gains half of total HP. Remains effective even if user is replaced. During effect, this attack fails for the Pokémon at user's position.}",0,"fine",0,0,0,0,0,0,0,13,7,4128,0,0,0,83,83,0
274,"Assist","Normal","none",20,0,101,0,"Uses a random move from a random Pokémon in user's party, other than the user and eggs. Does not use the following moves:  Metronome, Struggle, Sketch, Mimic, Chatter, Sleep Talk, Assist, Mirror Move, Counter, Mirror Coat, Protect, Detect, Endure, Destiny Bond, Thief, Follow Me, Snatch, Helping Hand, Covet, Trick, Focus Punch, Feint, Copycat, Me First, or Switcheroo.",0,"fine",0,0,0,0,0,0,0,13,7,0,0,0,0,83,83,0
275,"Ingrain","Grass","none",20,0,101,0,"During effect, user cannot switch, flee, or be switched, and at the end of every round, user gains 1/16 of total HP. During effect, Ground-type attacks are effective against user and user can receive the effect of Spikes and Toxic Spikes as though user did not have Levitate and as though its current type did not include Flying. Effect ends when user is switched.",0,"Special(21)",0,0,0,0,0,0,1,1,7,32,0,0,0,83,83,0
276,"Superpower","Fighting","physical",5,120,100,0,"Decreases user's Attack and Defense by 1 stage if this attack is successful.",0,"fine",0,0,0,0,0,0,0,7,0,73,66048,16776960,6579200,83,83,0
277,"Magic Coat","Psychic","none",15,0,101,4,"The next time this round, if the user is the target of one of certain attacks by non-users, instead user uses that attack against that non-user. Effect ends when user is replaced. Priority level 4. (Applies to each target separately. Takes precedence over Soundproof. Even attacks with multiple targets target a single target this way.)",0,"fine",0,0,0,0,0,0,0,13,7,0,0,0,0,83,83,0
278,"Recycle","Normal","none",10,0,101,0,"If user isn't holding an item, user receives the last item that was held by a Pokémon at user's position this battle and was consumed this battle. That item is reset if user receives an item this way.",0,"fine",0,0,0,0,0,0,0,13,7,32,0,0,0,83,83,0
279,"Revenge","Fighting","physical",10,60,100,-4,"{Effectiveness is doubled if user lost HP due to a damaging attack by the opponent this round and opponent was the last non-user to hit the user this round with a damaging attack. Priority level -4.}",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
280,"Brick Break","Fighting","physical",15,75,100,0,"Unless this attack misses, even if this attack becomes ineffective due to type immunities, ends the effects of Reflect and Light Screen on the opponent's side before dealing damage.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
281,"Yawn","Normal","none",10,0,101,0,"{At the end of the next round, if opponent is not affected by a status problem and remains active since this attack was used, opponent sleeps. Fails if [opponent cannot fall asleep when this attack is used, or if] opponent has a status problem.}",0,"Special(14)",0,0,0,0,2,2,2,1,0,88,0,0,0,83,83,0
282,"Knock Off","Dark","physical",20,40,100,0,"If this attack is successful, opponent drops its held item for the rest of the battle even if it has zero HP. Remains effective even if opponent is replaced. (That item is not consumed.)",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
283,"Endeavor","Normal","physical",5,1,100,0,"Deals damage to opponent equal to opponent's current HP minus user's current HP. Affected by type immunities. Fails if user's current HP is equal to or greater than opponent's current HP.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
284,"Eruption","Fire","special",5,150,100,0,"This attack's power is equal to min(1,int(user's current HP * 150 / user's total HP)). Minimum 1, maximum 150.",0,"fine",0,0,0,0,0,0,0,0,5,72,0,0,0,83,83,0
285,"Skill Swap","Psychic","none",10,0,101,0,"Simultaneously, user adopts opponent's ability, and opponent adopts user's ability. Fails if either or both abilities are Wonder Guard and/or Multitype or if neither have an ability.",0,"fine",0,0,0,0,0,0,0,13,0,8264,0,0,0,83,83,0
286,"Imprison","Psychic","none",10,0,101,0,"During effect, moves that the user knows are disabled for each opposing Pokémon. Effect ends when user is replaced. Fails if neither opposing Pokémon knows a move that the user knows.",0,"fine",0,0,0,0,0,0,0,13,7,8224,0,0,0,83,83,0
287,"Refresh","Normal","none",20,0,101,0,"User is cured of burns, poison, and paralysis.",0,"fine",0,0,0,0,0,0,0,13,7,32,0,0,0,83,83,0
288,"Grudge","Ghost","none",5,0,101,0,"Until user's next turn, if an attack by an opposing Pokémon causes the user to faint, that move's PP is reduced to 0.",0,"fine",0,0,0,0,0,0,0,13,7,8192,0,0,0,83,83,0
289,"Snatch","Dark","none",10,0,101,4,"The next time this round, user, instead of the non-user, uses certain attacks if they are used by non-users. Priority level 4. More information6.",0,"fine",0,0,0,0,0,0,0,13,7,8192,0,0,0,83,83,0
290,"Secret Power","Normal","physical",20,70,100,0,"In tall grass, very tall grass, or puddles, may put opponent to sleep. In caves or on rocky ground, may cause opponent to flinch. On snow and ice, may freeze opponent. On sand and other outdoor ground, may decrease opponent's Special Attack by 1 stage. On mud, may decrease opponent's Speed by 1 stage. On water, may decrease opponent's Attack by 1 stage. Elsewhere, may paralyze opponent. (30%)",30,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
291,"Dive","Water","physical",10,110,100,0,"Two-turn attack. While user is using this attack, user is unaffected by attacks other than Surf and Whirlpool, and user doesn't lose HP because of Sandstorm and Hail.",0,"fine",0,0,0,0,0,0,0,0,0,75,0,0,0,83,83,0
292,"Arm Thrust","Fighting","physical",20,25,100,0,"Multi-hit attack. Attacks two to five times in a row. 37.5% for 2 or 3 times; 12.5% for 4 or 5 times.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
293,"Camouflage","Normal","none",20,0,101,0,"On and under water, user's type becomes Water. In caves and on rocky ground, user's type becomes Rock. On tall grass, very tall grass, and puddles, user's type becomes Grass. On sand, mud, and other outdoor ground, user's type becomes Ground. On snow and ice, user's type becomes Ice. Elsewhere, user's type becomes Normal. Fails if user has Multitype or if determined type is the same as one of the user's types.",0,"fine",0,0,0,0,0,0,0,13,7,32,0,0,0,83,83,0
294,"Tail Glow","Bug","none",20,0,101,0,"Increases user's Special Attack by 3 stages.",0,"fine",0,0,0,0,0,0,0,2,7,32,196608,196608,0,83,83,0
295,"Luster Purge","Psychic","special",5,70,100,0,"May decrease opponent's Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,72,262144,16711680,3276800,83,83,0
296,"Mist Ball","Psychic","special",5,70,100,0,"May decrease opponent's Special Attack by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,72,196608,16711680,3276800,83,83,0
297,"FeatherDance","Flying","none",15,0,100,0,"Decreases opponent's Attack by 2 stages.",0,"fine",0,0,0,0,0,0,0,2,0,88,65536,16646144,0,83,83,0
298,"Teeter Dance","Normal","none",20,0,100,0,"Confuses opponent.",0,"confused",0,0,0,0,2,5,2,1,4,72,0,0,0,83,83,0
299,"Blaze Kick","Fire","physical",10,85,100,0,"Good chance for a critical hit. May burn opponent. (10%)",10,"burnt",0,0,0,0,0,0,1,4,0,73,0,0,0,83,83,0
300,"Mud Sport","Ground","none",15,0,101,0,"During effect, Electric-type attacks do no damage. Effect ends when user is switched. During effect, this attack fails for user, and non-users can use this attack.",0,"fine",0,0,0,0,0,0,0,10,10,0,0,0,0,83,83,0
301,"Ice Ball","Ice","physical",20,40,100,0,"User uses this attack for five turns, during which user can't take any other action. A multiplier, X (which begins at 0), increases by 1 whenever this attack is successful. Effect ends and X is reset to 0 when user is replaced; when this attack is prevented from being used, misses, or becomes ineffective; when the attack is used for five turns; or when user falls asleep or becomes frozen. This attack's power is multiplied by 2 to the power of X. If user is asleep, this attack's effect lasts one turn.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
302,"Needle Arm","Grass","physical",15,60,100,0,"May cause opponent to flinch.",0,"fine",0,0,30,0,0,0,0,0,0,73,0,0,0,83,83,0
303,"Slack Off","Normal","none",10,0,101,0,"User gains half of total HP. Fails if user's HP is full.",0,"fine",0,0,0,50,0,0,0,3,7,4128,0,0,0,83,83,0
304,"Hyper Voice","Normal","special",10,90,100,0,,0,"fine",0,0,0,0,0,0,0,0,5,328,0,0,0,83,83,0
305,"Poison Fang","Poison","physical",15,70,100,0,"May badly poison opponent. (30%)",30,"poisoned",0,0,0,0,15,15,1,4,0,73,0,0,0,83,83,0
306,"Crush Claw","Normal","physical",10,75,100,0,"May decrease opponent's Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,73,131072,16711680,3276800,83,83,0
307,"Blast Burn","Fire","special",5,160,100,0,"If this attack is successful, on the next round, user can't take any action and does nothing during its turn. (That move is prevented from being used during that turn.)",0,"fine",0,0,0,0,0,0,0,0,0,76,0,0,0,83,83,0
308,"Hydro Cannon","Water","special",5,160,100,0,"If this attack is successful, on the next round, user can't take any action and does nothing during its turn. (That move is prevented from being used during that turn.)",0,"fine",0,0,0,0,0,0,0,0,0,76,0,0,0,83,83,0
309,"Meteor Mash","Steel","physical",10,85,100,0,"May increase user's Attack by 1 stage.",0,"fine",0,0,0,0,0,0,0,7,0,201,65536,65536,1310720,83,83,0
310,"Astonish","Ghost","physical",15,30,100,0,"May cause opponent to flinch.",0,"fine",0,0,30,0,0,0,0,0,0,73,0,0,0,83,83,0
311,"Weather Ball","Normal","special",10,50,100,0,"This attack's power is doubled during weather (including fog). During Hail, this attack's type is Ice. Otherwise, during Sunny Day, this attack's type is Fire. Otherwise, during Sandstorm, this attack's type is Rock. Otherwise, during Rain Dance, this attack's type is Water.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
312,"Aromatherapy","Grass","none",5,0,101,0,"Each Pokémon in user's party is cured of its status problem.",0,"fine",0,0,0,0,0,0,0,13,6,32,0,0,0,83,83,0
313,"Fake Tears","Dark","none",20,0,100,0,"Decreases opponent's Special Defense by 2 stages.",0,"fine",0,0,0,0,0,0,0,2,0,88,262144,16646144,0,83,83,0
314,"Air Cutter","Flying","special",25,60,100,0,"Good chance for a critical hit.",0,"fine",0,0,0,0,0,0,0,0,5,72,0,0,0,83,83,0
315,"Overheat","Fire","special",5,125,100,0,"If this attack is successful, decreases user's Special Attack by 2 stages.",0,"fine",0,0,0,0,0,0,0,7,0,72,196608,16646144,6553600,83,83,0
316,"Odor Sleuth","Normal","none",40,0,101,0,"During effect, if opponent's evasiveness stat stage is greater than 0, it temporarily becomes 0 in accuracy checks for attacks against the opponent. During effect, Normal- and Fighting-type attacks against opponent have normal effectiveness against the Ghost type. Effect ends when opponent is replaced. This attack can be used against opponent during effect.",0,"Special(17)",0,0,0,0,0,0,1,1,0,8280,0,0,0,83,83,0
317,"Rock Tomb","Rock","physical",10,50,100,0,"May decrease opponent's Speed by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,72,327680,16711680,6553600,83,83,0
318,"Silver Wind","Bug","special",5,60,100,0,"May increase user's Attack, Defense, Speed, Special Attack, and Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,7,0,72,524288,65536,655360,83,83,0
319,"Metal Sound","Steel","none",40,0,100,0,"Decreases opponent's Special Defense by 2 stages.",0,"fine",0,0,0,0,0,0,0,2,0,344,262144,16646144,0,83,83,0
320,"GrassWhistle","Grass","none",15,0,55,0,"Puts opponent to sleep.",0,"asleep",0,0,0,0,2,4,2,1,0,344,0,0,0,83,83,0
321,"Tickle","Normal","none",20,0,100,0,"Decreases opponent's Attack and Defense by one stage.",0,"fine",0,0,0,0,0,0,0,2,0,88,66048,16776960,0,83,83,0
322,"Cosmic Power","Psychic","none",20,0,101,0,"Increases user's Defense and Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,2,7,32,132096,65792,0,83,83,0
323,"Water Spout","Water","special",5,150,100,0,"This attack's power is equal to min(1,int(user's current HP * 150 / user's total HP)). Minimum 1, maximum 150.",0,"fine",0,0,0,0,0,0,0,0,5,72,0,0,0,83,83,0
324,"Signal Beam","Bug","special",15,75,100,0,"May confuse opponent. (10%)",10,"confused",0,0,0,0,2,5,2,4,0,72,0,0,0,83,83,0
325,"Shadow Punch","Ghost","physical",20,60,101,0,"Cannot be evaded.",0,"fine",0,0,0,0,0,0,0,0,0,201,0,0,0,83,83,0
326,"Extrasensory","Psychic","special",30,80,100,0,"May cause opponent to flinch.",0,"fine",0,0,10,0,0,0,0,0,0,72,0,0,0,83,83,0
327,"Sky Uppercut","Fighting","physical",15,85,100,0,"Can hit opponent even if it's using Fly or Bounce.",0,"fine",0,0,0,0,0,0,0,0,0,201,0,0,0,83,83,0
328,"Sand Tomb","Ground","physical",15,35,100,0,"{Multi-turn attack. If this attack is successful, the effect begins. Effect lasts for [three to six] rounds, including the current round. During effect, opponent cannot switch or flee, and at the end of every round except the last, opponent loses 1/16 of total HP. Effect ends when user is replaced or opponent is replaced or uses Rapid Spin. The effect is not reset when this or another multi-turn attack is used against opponent during effect.} (100%)",100,"Special(8)",0,0,0,0,5,6,4,4,0,72,0,0,0,83,83,0
329,"Sheer Cold","Ice","special",5,1,30,0,"One-hit KO. Deals damage to opponent equal to opponent's total HP. Ineffective if opponent's level is greater than user's level. When used, this attack's accuracy increases by the level difference. Affected by type immunities. Other accuracy effects are ignored for this attack.",0,"fine",0,0,0,0,0,0,0,9,0,72,0,0,0,83,83,0
330,"Muddy Water","Water","special",10,90,100,0,"May decrease opponent's Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,5,72,393216,16711680,1966080,83,83,0
331,"Bullet Seed","Grass","physical",30,25,100,0,"Multi-hit attack. Attacks two to five times in a row. 37.5% for 2 or 3 times; 12.5% for 4 or 5 times.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
332,"Aerial Ace","Flying","physical",20,70,101,0,"Target's stat changes doesn't affect this move.",0,"fine",0,0,0,0,0,0,0,0,0,2121,0,0,0,83,83,0
333,"Icicle Spear","Ice","physical",30,25,100,0,"Multi-hit attack. Attacks two to five times in a row. 37.5% for 2 or 3 times; 12.5% for 4 or 5 times.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
334,"Iron Defense","Steel","none",15,0,101,0,"Increases user's Defense by 2 stages.",0,"fine",0,0,0,0,0,0,0,2,7,32,131072,131072,0,83,83,0
335,"Block","Normal","none",5,0,101,0,"{During effect, opponent cannot switch or flee. Effect ends when user or opponent is switched. During effect, this attack fails against opponent.}",0,"fine",0,0,0,0,0,0,0,13,0,88,0,0,0,83,83,0
336,"Howl","Normal","none",40,0,101,0,"Increases user's Attack by 1 stage.",0,"fine",0,0,0,0,0,0,0,2,7,32,65536,65536,0,83,83,0
337,"Dragon Claw","Dragon","physical",15,80,100,0,,0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
338,"Frenzy Plant","Grass","special",5,160,100,0,"If this attack is successful, on the next round, user can't take any action and does nothing during its turn. (That move is prevented from being used during that turn.)",0,"fine",0,0,0,0,0,0,0,0,0,76,0,0,0,83,83,0
339,"Bulk Up","Fighting","none",20,0,101,0,"Increases user's Attack and Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,2,7,32,66048,65792,0,83,83,0
340,"Bounce","Flying","physical",5,75,100,0,"Two-turn attack. While user is using this attack, user is unaffected by attacks other than Gust, Thunder, Twister, and Sky Uppercut. May paralyze opponent. (30%)",30,"paralyzed",0,0,0,0,0,0,1,4,0,2635,0,0,0,83,83,0
341,"Mud Shot","Ground","special",15,55,100,0,"May decrease opponent's Speed by 1 stage.",0,"fine",0,0,0,0,0,0,0,6,0,72,327680,16711680,6553600,83,83,0
342,"Poison Tail","Poison","physical",25,60,100,0,"May poison opponent. (10%)",10,"poisoned",0,0,0,0,0,0,1,4,0,73,0,0,0,83,83,0
343,"Covet","Normal","physical",40,60,100,0,"If this attack is successful, user receives opponent's held item (even if opponent has zero HP) if user isn't holding any items, if that item is not a Mail, if user did not drop its held item this battle, and unless opponent has Multitype or is one of the player's Pokemon in an internal battle.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
344,"Volt Tackle","Electric","physical",15,120,100,0,"Returns to user 1/3 of HP lost by opponent due to this attack (recoil). May paralyze opponent. (10%)",10,"paralyzed",0,-33,0,0,0,0,1,4,0,73,0,0,0,83,83,0
345,"Magical Leaf","Grass","special",20,60,101,0,"Cannot be evaded.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
346,"Water Sport","Water","none",15,0,101,0,"During effect, Fire-type attacks do no damage. Effect ends when user is switched. During effect, this attack fails for user, and non-users can use this attack.",0,"fine",0,0,0,0,0,0,0,10,10,0,0,0,0,83,83,0
347,"Calm Mind","Psychic","none",20,0,101,0,"Increases user's Special Attack and Special Defense by 1 stage.",0,"fine",0,0,0,0,0,0,0,2,7,32,197632,65792,0,83,83,0
348,"Leaf Blade","Grass","physical",15,90,100,0,"Good chance for a critical hit.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
349,"Dragon Dance","Dragon","none",20,0,101,0,"Increases user's Attack and Speed by 1 stage.",0,"fine",0,0,0,0,0,0,0,2,7,32,66816,65792,0,83,83,0
350,"Rock Blast","Rock","physical",10,25,100,0,"Multi-hit attack. Attacks two to five times in a row. 37.5% for 2 or 3 times; 12.5% for 4 or 5 times.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
351,"Shock Wave","Electric","special",20,60,101,0,"Cannot be evaded.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
352,"Water Pulse","Water","special",20,60,100,0,"May confuse opponent. (20%)",20,"confused",0,0,0,0,2,5,2,4,0,2120,0,0,0,83,83,0
353,"Doom Desire","Steel","special",5,140,100,0,"{Performs a [damage calculation], which is not a critical hit and whose effectiveness is not affected by the opponent's or user's types, against current user and opponent (will not fail); at the end of the round that follows the next round, if there is a Pokémon at opponent's position, the damage calculated is returned to that Pokémon. Accuracy check and damage weighting are performed when attack is returned. Remains in effect even if user or opponent is replaced. Damage returned is not affected by type immunities. During effect, this attack fails against the Pokémon at opponent's position. Returned attack is not considered an attack by the user. [Not affected by Life Orb]}",0,"fine",0,0,0,0,0,0,0,13,0,0,0,0,0,83,83,0
354,"Psycho Boost","Psychic","special",5,125,100,0,"If this attack is successful, decreases user's Special Attack by 2 stages.",0,"fine",0,0,0,0,0,0,0,7,0,72,196608,16646144,6553600,83,83,0
355,"Roost","Flying","none",10,0,101,0,"User gains half of total HP. If user gains HP this way, until the end of the round, attacks against user have normal effectiveness against the Flying type.",0,"fine",0,0,0,50,0,0,0,3,7,4128,0,0,0,83,83,0
356,"Gravity","Psychic","none",5,0,101,0,"Effect lasts for five rounds including the current round. When this attack is used, the effects of Fly, Bounce, and Magnet Rise end for all active Pokémon. During effect, Fly, Bounce, Magnet Rise, Hi Jump Kick, Splash, and Jump Kick are disabled for all active Pokémon. During effect, Ground-type attacks are effective against each active Pokémon, and each active Pokémon can receive the effect of Spikes and Toxic Spikes, and each active Pokémon is prevented from switching and fleeing because of Arena Trap, as though it did not have Levitate and as though its current type did not include Flying. During effect, each active Pokémon's Accuracy is multiplied by 10/6. During effect, this attack fails for all active Pokémon.",0,"fine",0,0,0,0,0,0,0,10,10,0,0,0,0,83,83,0
357,"Miracle Eye","Psychic","none",40,0,101,0,"During effect, if opponent's evasiveness stat stage is greater than 0, it temporarily becomes 0 in accuracy checks for attacks against the opponent. During effect, Psychic-type attacks against opponent have normal effectiveness against the Dark type. Effect ends when opponent is replaced.",0,"Special(17)",0,0,0,0,0,0,1,1,0,8280,0,0,0,83,83,0
358,"Wake-Up Slap","Fighting","physical",10,60,100,0,"If this attack is successful and opponent is asleep, power is doubled and opponent wakes up.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
359,"Hammer Arm","Fighting","physical",10,95,100,0,"If this attack is successful, decreases user's Speed by 1 stage.",0,"fine",0,0,0,0,0,0,0,7,0,201,327680,16711680,6553600,83,83,0
360,"Gyro Ball","Steel","physical",5,1,100,0,"This attack's power is equal to int((opponent's current Speed*25)/max(user's current Speed,1))+1. Maximum 150.",0,"fine",0,0,0,0,0,0,0,0,0,73,0,0,0,83,83,0
361,"Healing Wish","Psychic","none",10,0,101,0,"User faints as part of this attack's use. When a Pokémon at user's position becomes active during this turn, it recovers all HP and is cured of all status problems. (New Pokémon become active immediately during this turn.) Fails if user's party has no non-active Pokémon (doesn't cause fainting).",0,"fine",0,0,0,0,0,0,0,13,7,4128,0,0,0,83,83,0
362,"Brine","Water","special",10,65,100,0,"is doubled if opponent's HP is less than or equal to half of total HP.",0,"fine",0,0,0,0,0,0,0,0,0,72,0,0,0,83,83,0
